OrderID,OrderDate,Region,State,City,CustomerID,CustomerType,ProductCategory,ProductName,Quantity,UnitPrice,DiscountPercent,SalesChannel,Salesperson,GrossSales,DiscountAmount,NetSales
1198,2024-02-21,North,Delhi,Chennai,2377,Corporate,Furniture,Printer,2,47261,20,Online,Arjun,94522,18904.4,75617.6
1199,2024-09-24,West,Delhi,Bengaluru,2166,Corporate,Office Supplies,Laptop,5,46719,0,Online,Priya,233595,0.0,233595.0
1200,2024-10-21,North,Karnataka,Kolkata,2508,Corporate,Electronics,Chair,7,15192,10,Online,Amit,106344,10634.4,95709.6
1201,2024-04-22,West,West Bengal,Chennai,2312,Corporate,Furniture,Router,2,18620,0,Online,Priya,37240,0.0,37240.0
1202,2024-04-10,East,Tamil Nadu,Bengaluru,2592,Retail,Office Supplies,Laptop,6,13834,5,Online,Neha,83004,4150.2,78853.8
1203,2024-04-22,South,Delhi,Mumbai,2417,Corporate,Furniture,Chair,6,29115,0,Offline,Neha,174690,0.0,174690.0
1204,2024-03-21,North,West Bengal,Kolkata,2476,Corporate,Electronics,Laptop,5,8403,10,Offline,Sneha,42015,4201.5,37813.5
1205,2024-07-05,West,Karnataka,Delhi,2072,Corporate,Furniture,Laptop,5,29027,15,Online,Sneha,145135,21770.25,123364.75
1206,2024-04-22,East,West Bengal,Chennai,2140,Corporate,Electronics,Monitor,3,16129,0,Offline,Sneha,48387,0.0,48387.0
1207,2024-01-02,South,Maharashtra,Bengaluru,2581,Corporate,Electronics,Printer,2,18240,0,Online,Sneha,36480,0.0,36480.0
1208,2024-05-09,North,Delhi,Mumbai,2261,Retail,Furniture,Router,7,34282,0,Online,Rohit,239974,0.0,239974.0
1209,2024-08-07,South,Karnataka,Delhi,2339,Retail,Furniture,Printer,1,27208,0,Offline,Sneha,27208,0.0,27208.0
1210,2024-02-23,East,Tamil Nadu,Bengaluru,2307,Corporate,Electronics,Desk,6,11360,10,Online,Rohit,68160,6816.0,61344.0
1211,2024-12-08,North,Karnataka,Bengaluru,2244,Retail,Office Supplies,Monitor,6,17938,20,Offline,Rohit,107628,21525.6,86102.4
1212,2024-08-11,South,Tamil Nadu,Delhi,2514,Retail,Electronics,Monitor,3,2264,20,Online,Arjun,6792,1358.4,5433.6
1213,2024-08-12,West,Karnataka,Mumbai,2336,Corporate,Furniture,Printer,2,6509,0,Online,Rohit,13018,0.0,13018.0
1214,2024-05-05,North,West Bengal,Mumbai,2574,Retail,Furniture,Cabinet,2,21342,10,Offline,Rohit,42684,4268.4,38415.6
1215,2024-05-09,South,West Bengal,Kolkata,2560,Corporate,Office Supplies,Monitor,9,42872,10,Online,Sneha,385848,38584.8,347263.2
1216,2024-02-22,East,West Bengal,Chennai,2075,Retail,Electronics,Printer,5,49280,0,Online,Rohit,246400,0.0,246400.0
1217,2024-06-20,East,Maharashtra,Delhi,2174,Retail,Electronics,Monitor,7,33935,5,Online,Priya,237545,11877.25,225667.75
1218,2024-08-05,North,Tamil Nadu,Delhi,2108,Retail,Electronics,Laptop,5,3870,0,Offline,Sneha,19350,0.0,19350.0
1219,2024-06-08,South,West Bengal,Delhi,2182,Corporate,Furniture,Printer,7,39244,5,Online,Amit,274708,13735.4,260972.6
1220,2024-07-16,North,Maharashtra,Mumbai,2191,Retail,Electronics,Printer,4,20954,0,Online,Sneha,83816,0.0,83816.0
1221,2024-09-03,North,Tamil Nadu,Chennai,2064,Retail,Office Supplies,Chair,8,41881,5,Online,Rohit,335048,16752.4,318295.6
1222,2024-11-19,South,Karnataka,Kolkata,2473,Corporate,Furniture,Monitor,7,38867,5,Offline,Priya,272069,13603.45,258465.55
1223,2024-07-21,South,Maharashtra,Bengaluru,2099,Corporate,Furniture,Monitor,5,4150,0,Offline,Sneha,20750,0.0,20750.0
1224,2024-07-02,West,Delhi,Bengaluru,2543,Retail,Electronics,Printer,6,45617,5,Offline,Priya,273702,13685.1,260016.9
1225,2024-05-02,South,Maharashtra,Delhi,2127,Corporate,Office Supplies,Laptop,5,26208,15,Offline,Amit,131040,19656.0,111384.0
1226,2024-09-11,East,Maharashtra,Chennai,2451,Retail,Furniture,Laptop,7,43162,20,Offline,Neha,302134,60426.8,241707.2
1227,2024-10-20,North,Tamil Nadu,Mumbai,2368,Retail,Furniture,Router,2,3690,10,Online,Amit,7380,738.0,6642.0
1228,2024-10-06,North,Karnataka,Chennai,2042,Corporate,Electronics,Laptop,5,48613,5,Offline,Neha,243065,12153.25,230911.75
1229,2024-11-20,East,Delhi,Chennai,2418,Corporate,Electronics,Monitor,3,9289,5,Offline,Arjun,27867,1393.35,26473.65
1230,2024-04-07,South,West Bengal,Mumbai,2487,Corporate,Office Supplies,Cabinet,9,32625,10,Online,Neha,293625,29362.5,264262.5
1231,2024-07-16,East,West Bengal,Delhi,2077,Retail,Electronics,Chair,6,33659,5,Offline,Arjun,201954,10097.7,191856.3
1232,2024-08-27,East,Maharashtra,Chennai,2269,Corporate,Office Supplies,Printer,3,17959,10,Online,Sneha,53877,5387.7,48489.3
1233,2024-05-23,West,Tamil Nadu,Bengaluru,2314,Retail,Furniture,Desk,7,35918,0,Offline,Arjun,251426,0.0,251426.0
1234,2024-04-06,East,Tamil Nadu,Mumbai,2167,Corporate,Office Supplies,Chair,4,46868,15,Online,Priya,187472,28120.8,159351.2
1235,2024-07-19,North,West Bengal,Kolkata,2338,Retail,Office Supplies,Cabinet,3,47585,15,Online,Arjun,142755,21413.25,121341.75
1236,2024-05-03,East,Delhi,Delhi,2192,Corporate,Office Supplies,Desk,8,19268,20,Offline,Priya,154144,30828.8,123315.2
1237,2024-07-05,North,Karnataka,Mumbai,2452,Retail,Furniture,Chair,4,16063,5,Offline,Neha,64252,3212.6,61039.4
1238,2024-11-21,North,Delhi,Kolkata,2282,Corporate,Electronics,Laptop,1,28385,20,Online,Neha,28385,5677.0,22708.0
1239,2024-12-14,North,Karnataka,Kolkata,2335,Retail,Furniture,Monitor,6,22385,0,Online,Neha,134310,0.0,134310.0
1240,2024-09-15,South,West Bengal,Chennai,2389,Corporate,Electronics,Cabinet,1,7395,15,Online,Arjun,7395,1109.25,6285.75
1241,2024-05-27,West,Karnataka,Chennai,2524,Corporate,Office Supplies,Desk,5,24458,0,Online,Neha,122290,0.0,122290.0
1242,2024-09-08,North,Tamil Nadu,Chennai,2239,Retail,Office Supplies,Cabinet,7,2031,0,Online,Arjun,14217,0.0,14217.0
1243,2024-12-11,North,Maharashtra,Mumbai,2482,Corporate,Office Supplies,Chair,6,5981,5,Online,Arjun,35886,1794.3,34091.7
1244,2024-05-26,South,Maharashtra,Mumbai,2591,Retail,Office Supplies,Monitor,2,24432,0,Online,Rohit,48864,0.0,48864.0
1245,2024-05-27,North,West Bengal,Delhi,2554,Retail,Office Supplies,Cabinet,4,21860,15,Offline,Rohit,87440,13116.0,74324.0
1246,2024-12-17,East,Tamil Nadu,Chennai,2457,Corporate,Electronics,Desk,2,44142,20,Online,Arjun,88284,17656.8,70627.2
1247,2024-07-17,East,Delhi,Kolkata,2088,Retail,Electronics,Printer,1,25329,15,Offline,Priya,25329,3799.35,21529.65
1248,2024-11-03,West,Tamil Nadu,Bengaluru,2094,Corporate,Office Supplies,Chair,3,20432,5,Offline,Sneha,61296,3064.8,58231.2
1249,2024-05-07,North,Maharashtra,Delhi,2451,Corporate,Furniture,Printer,3,39431,15,Online,Amit,118293,17743.95,100549.05
1250,2024-02-08,South,Maharashtra,Mumbai,2427,Retail,Furniture,Laptop,7,38532,10,Online,Rohit,269724,26972.4,242751.6
1251,2024-12-03,East,Tamil Nadu,Delhi,2150,Corporate,Office Supplies,Printer,1,16390,20,Offline,Arjun,16390,3278.0,13112.0
1252,2024-12-25,South,Tamil Nadu,Delhi,2513,Retail,Electronics,Printer,9,19307,10,Online,Amit,173763,17376.3,156386.7
1253,2024-05-08,South,Maharashtra,Delhi,2375,Retail,Furniture,Router,6,12267,10,Online,Rohit,73602,7360.2,66241.8
1254,2024-09-23,East,Delhi,Delhi,2021,Corporate,Furniture,Chair,4,8571,5,Offline,Sneha,34284,1714.2,32569.8
1255,2024-05-30,South,West Bengal,Bengaluru,2312,Corporate,Furniture,Laptop,3,26649,0,Offline,Priya,79947,0.0,79947.0
1256,2024-10-24,East,West Bengal,Chennai,2518,Retail,Office Supplies,Printer,3,16040,10,Offline,Arjun,48120,4812.0,43308.0
1257,2024-04-08,South,Tamil Nadu,Kolkata,2205,Retail,Furniture,Monitor,2,36176,15,Online,Sneha,72352,10852.8,61499.2
1258,2024-09-19,East,West Bengal,Delhi,2374,Corporate,Furniture,Desk,2,5212,0,Online,Rohit,10424,0.0,10424.0
1259,2024-09-08,North,Maharashtra,Delhi,2450,Corporate,Furniture,Printer,5,26701,15,Offline,Arjun,133505,20025.75,113479.25
1260,2024-05-23,West,Maharashtra,Delhi,2594,Corporate,Furniture,Laptop,9,45458,15,Online,Amit,409122,61368.3,347753.7
1261,2024-12-11,East,Tamil Nadu,Chennai,2178,Corporate,Electronics,Printer,2,20399,0,Offline,Neha,40798,0.0,40798.0
1262,2024-04-21,East,Tamil Nadu,Mumbai,2209,Retail,Office Supplies,Desk,2,20287,0,Online,Priya,40574,0.0,40574.0
1263,2024-02-29,West,Tamil Nadu,Mumbai,2499,Corporate,Office Supplies,Laptop,6,21482,15,Offline,Rohit,128892,19333.8,109558.2
1264,2024-01-02,East,Delhi,Bengaluru,2463,Retail,Electronics,Chair,2,23106,5,Online,Priya,46212,2310.6,43901.4
1265,2024-10-30,East,West Bengal,Mumbai,2123,Retail,Electronics,Laptop,4,10650,20,Offline,Arjun,42600,8520.0,34080.0
1266,2024-09-10,South,Tamil Nadu,Delhi,2112,Corporate,Office Supplies,Chair,6,20893,20,Online,Neha,125358,25071.6,100286.4
1267,2024-05-19,West,Karnataka,Delhi,2011,Retail,Furniture,Laptop,5,37759,5,Online,Sneha,188795,9439.75,179355.25
1268,2024-02-06,North,Karnataka,Delhi,2125,Corporate,Furniture,Cabinet,1,47187,0,Offline,Priya,47187,0.0,47187.0
1269,2024-06-08,East,Maharashtra,Bengaluru,2564,Retail,Office Supplies,Desk,6,47436,15,Online,Amit,284616,42692.4,241923.6
1270,2024-01-09,West,West Bengal,Delhi,2330,Corporate,Furniture,Desk,1,28250,20,Online,Rohit,28250,5650.0,22600.0
1271,2024-08-20,South,Tamil Nadu,Mumbai,2282,Retail,Electronics,Laptop,3,9093,15,Offline,Amit,27279,4091.85,23187.15
1272,2024-04-08,North,Karnataka,Chennai,2139,Retail,Furniture,Cabinet,5,17858,5,Online,Priya,89290,4464.5,84825.5
1273,2024-05-26,West,West Bengal,Chennai,2400,Corporate,Furniture,Printer,5,17107,15,Online,Neha,85535,12830.25,72704.75
1274,2024-10-30,North,Maharashtra,Kolkata,2096,Corporate,Furniture,Desk,6,37881,5,Online,Sneha,227286,11364.3,215921.7
1275,2024-07-26,North,Delhi,Mumbai,2516,Retail,Office Supplies,Chair,8,25311,0,Offline,Sneha,202488,0.0,202488.0
1276,2024-05-10,North,West Bengal,Delhi,2568,Retail,Electronics,Chair,5,28574,5,Offline,Amit,142870,7143.5,135726.5
1277,2024-05-31,East,West Bengal,Chennai,2068,Corporate,Furniture,Monitor,1,21095,5,Offline,Arjun,21095,1054.75,20040.25
1278,2024-02-23,East,Delhi,Mumbai,2117,Retail,Office Supplies,Router,5,44694,20,Offline,Arjun,223470,44694.0,178776.0
1279,2024-04-29,South,West Bengal,Chennai,2058,Corporate,Furniture,Cabinet,3,49877,15,Offline,Neha,149631,22444.65,127186.35
1280,2024-06-09,South,Maharashtra,Delhi,2032,Retail,Electronics,Router,4,27353,20,Online,Sneha,109412,21882.4,87529.6
1281,2024-04-25,West,Maharashtra,Chennai,2317,Corporate,Furniture,Router,8,8683,10,Online,Amit,69464,6946.4,62517.6
1282,2024-03-15,South,Delhi,Kolkata,2049,Retail,Electronics,Chair,7,21161,5,Offline,Amit,148127,7406.35,140720.65
1283,2024-04-22,North,Tamil Nadu,Kolkata,2488,Corporate,Furniture,Monitor,5,41669,10,Online,Amit,208345,20834.5,187510.5
1284,2024-04-13,North,Karnataka,Chennai,2018,Corporate,Electronics,Router,2,36995,20,Online,Priya,73990,14798.0,59192.0
1285,2024-12-05,East,Tamil Nadu,Mumbai,2196,Retail,Furniture,Router,6,14203,15,Online,Neha,85218,12782.7,72435.3
1286,2024-09-10,North,West Bengal,Mumbai,2449,Corporate,Electronics,Laptop,6,31315,20,Online,Arjun,187890,37578.0,150312.0
1287,2024-08-14,West,Karnataka,Mumbai,2558,Retail,Furniture,Laptop,6,30065,15,Offline,Arjun,180390,27058.5,153331.5
1288,2024-04-21,North,Delhi,Chennai,2451,Corporate,Furniture,Laptop,9,23442,15,Offline,Priya,210978,31646.7,179331.3
1289,2024-04-08,North,Delhi,Mumbai,2288,Corporate,Office Supplies,Printer,8,43486,0,Online,Rohit,347888,0.0,347888.0
1290,2024-06-01,West,Karnataka,Delhi,2140,Corporate,Office Supplies,Router,8,33661,5,Online,Priya,269288,13464.4,255823.6
1291,2024-12-14,South,Maharashtra,Kolkata,2083,Retail,Electronics,Printer,1,49260,20,Offline,Neha,49260,9852.0,39408.0
1292,2024-12-03,South,Karnataka,Delhi,2390,Corporate,Furniture,Monitor,5,42303,15,Online,Amit,211515,31727.25,179787.75
1293,2024-07-12,West,West Bengal,Mumbai,2590,Retail,Electronics,Cabinet,7,10216,20,Online,Priya,71512,14302.4,57209.6
1294,2024-11-05,East,Maharashtra,Delhi,2214,Corporate,Office Supplies,Chair,6,42063,20,Online,Amit,252378,50475.6,201902.4
1295,2024-06-11,North,Delhi,Mumbai,2525,Retail,Electronics,Router,5,33849,15,Offline,Neha,169245,25386.75,143858.25
1296,2024-07-26,West,Karnataka,Chennai,2214,Retail,Electronics,Chair,8,47598,10,Offline,Neha,380784,38078.4,342705.6
1297,2024-06-17,North,Tamil Nadu,Delhi,2402,Retail,Office Supplies,Cabinet,3,43399,5,Online,Sneha,130197,6509.85,123687.15
1298,2024-06-09,East,Tamil Nadu,Chennai,2127,Corporate,Furniture,Laptop,6,632,5,Online,Amit,3792,189.6,3602.4
1299,2024-03-08,North,West Bengal,Chennai,2476,Retail,Electronics,Router,5,48252,0,Online,Arjun,241260,0.0,241260.0
1300,2024-10-15,West,Tamil Nadu,Bengaluru,2403,Corporate,Office Supplies,Desk,8,3885,0,Online,Priya,31080,0.0,31080.0
1301,2024-10-03,North,Karnataka,Mumbai,2028,Retail,Furniture,Printer,4,37038,0,Online,Neha,148152,0.0,148152.0
1302,2024-10-30,South,Karnataka,Kolkata,2337,Retail,Office Supplies,Printer,8,35536,5,Online,Amit,284288,14214.4,270073.6
1303,2024-05-14,East,Tamil Nadu,Mumbai,2360,Retail,Electronics,Router,2,34243,10,Offline,Rohit,68486,6848.6,61637.4
1304,2024-07-13,East,Karnataka,Kolkata,2568,Retail,Furniture,Cabinet,9,40873,5,Offline,Sneha,367857,18392.85,349464.15
1305,2024-05-07,East,West Bengal,Mumbai,2391,Corporate,Furniture,Laptop,9,7713,5,Online,Rohit,69417,3470.85,65946.15
1306,2024-02-02,West,Maharashtra,Chennai,2217,Retail,Office Supplies,Printer,6,44723,5,Offline,Neha,268338,13416.9,254921.1
1307,2024-06-24,East,West Bengal,Delhi,2573,Retail,Office Supplies,Laptop,4,26619,5,Online,Rohit,106476,5323.8,101152.2
1308,2024-01-22,South,West Bengal,Delhi,2201,Corporate,Office Supplies,Monitor,4,3335,10,Online,Rohit,13340,1334.0,12006.0
1309,2024-08-25,West,Karnataka,Bengaluru,2016,Retail,Furniture,Chair,6,3238,0,Offline,Sneha,19428,0.0,19428.0
1310,2024-06-06,South,Maharashtra,Kolkata,2321,Retail,Furniture,Cabinet,5,42817,20,Offline,Sneha,214085,42817.0,171268.0
1311,2024-02-07,North,Karnataka,Kolkata,2517,Retail,Electronics,Desk,6,4634,0,Online,Sneha,27804,0.0,27804.0
1312,2024-08-17,North,Delhi,Kolkata,2569,Retail,Furniture,Chair,7,26392,0,Online,Sneha,184744,0.0,184744.0
1313,2024-12-30,North,Karnataka,Chennai,2324,Corporate,Electronics,Chair,7,40101,20,Offline,Rohit,280707,56141.4,224565.6
1314,2024-02-20,North,Karnataka,Kolkata,2411,Corporate,Office Supplies,Monitor,9,8853,5,Offline,Arjun,79677,3983.85,75693.15
1315,2024-09-20,South,Karnataka,Delhi,2317,Retail,Office Supplies,Printer,8,16190,10,Online,Arjun,129520,12952.0,116568.0
1316,2024-10-09,West,Maharashtra,Chennai,2081,Corporate,Furniture,Desk,6,2409,10,Online,Sneha,14454,1445.4,13008.6
1317,2024-01-27,West,Karnataka,Mumbai,2473,Corporate,Office Supplies,Printer,6,26203,0,Online,Priya,157218,0.0,157218.0
1318,2024-08-13,East,Maharashtra,Kolkata,2467,Retail,Office Supplies,Router,5,14996,20,Offline,Amit,74980,14996.0,59984.0
1319,2024-10-03,South,Tamil Nadu,Kolkata,2424,Corporate,Furniture,Chair,1,12562,15,Online,Neha,12562,1884.3,10677.7
1320,2024-10-12,North,Delhi,Mumbai,2203,Retail,Electronics,Router,9,10350,5,Offline,Priya,93150,4657.5,88492.5
1321,2024-04-06,South,Maharashtra,Kolkata,2582,Corporate,Furniture,Laptop,9,28201,0,Online,Neha,253809,0.0,253809.0
1322,2024-10-10,East,Tamil Nadu,Mumbai,2386,Corporate,Electronics,Chair,9,35231,10,Offline,Priya,317079,31707.9,285371.1
1323,2024-11-12,East,Maharashtra,Chennai,2097,Corporate,Furniture,Printer,8,5653,20,Offline,Priya,45224,9044.8,36179.2
1324,2024-10-30,South,Maharashtra,Delhi,2344,Retail,Furniture,Chair,3,10981,20,Offline,Arjun,32943,6588.6,26354.4
1325,2024-05-26,South,Delhi,Mumbai,2207,Corporate,Office Supplies,Laptop,1,34234,0,Offline,Amit,34234,0.0,34234.0
1326,2024-01-04,South,West Bengal,Bengaluru,2513,Retail,Furniture,Monitor,8,1389,15,Online,Priya,11112,1666.8,9445.2
1327,2024-02-04,West,West Bengal,Mumbai,2585,Retail,Furniture,Router,7,19945,10,Offline,Sneha,139615,13961.5,125653.5
1328,2024-07-10,North,Maharashtra,Kolkata,2165,Corporate,Electronics,Router,5,6961,0,Offline,Neha,34805,0.0,34805.0
1329,2024-02-18,South,Karnataka,Chennai,2021,Retail,Office Supplies,Printer,7,39434,15,Offline,Arjun,276038,41405.7,234632.3
1330,2024-01-17,South,Tamil Nadu,Chennai,2153,Corporate,Electronics,Chair,4,28705,20,Online,Neha,114820,22964.0,91856.0
1331,2024-06-20,South,Karnataka,Mumbai,2438,Retail,Electronics,Printer,9,23851,5,Online,Sneha,214659,10732.95,203926.05
1332,2024-08-07,East,Karnataka,Delhi,2294,Retail,Office Supplies,Monitor,2,16506,10,Online,Sneha,33012,3301.2,29710.8
1333,2024-06-06,East,Maharashtra,Bengaluru,2218,Corporate,Office Supplies,Chair,9,44649,10,Online,Priya,401841,40184.1,361656.9
1334,2024-02-15,West,Maharashtra,Chennai,2494,Corporate,Office Supplies,Chair,9,49612,15,Online,Sneha,446508,66976.2,379531.8
1335,2024-01-06,North,Maharashtra,Kolkata,2229,Corporate,Furniture,Printer,5,11440,0,Online,Amit,57200,0.0,57200.0
1336,2024-04-08,West,Maharashtra,Kolkata,2019,Corporate,Office Supplies,Printer,1,11758,20,Offline,Sneha,11758,2351.6,9406.4
1337,2024-08-20,North,West Bengal,Delhi,2552,Retail,Office Supplies,Laptop,7,24985,15,Offline,Priya,174895,26234.25,148660.75
1338,2024-02-06,East,Maharashtra,Chennai,2147,Retail,Office Supplies,Cabinet,4,24263,5,Offline,Neha,97052,4852.6,92199.4
1339,2024-10-06,East,West Bengal,Mumbai,2107,Retail,Electronics,Cabinet,9,40548,5,Online,Sneha,364932,18246.6,346685.4
1340,2024-12-14,East,West Bengal,Kolkata,2402,Corporate,Electronics,Monitor,6,1567,5,Offline,Arjun,9402,470.1,8931.9
1341,2024-10-28,West,Maharashtra,Delhi,2595,Retail,Furniture,Cabinet,3,21107,15,Offline,Arjun,63321,9498.15,53822.85
1342,2024-06-29,South,Delhi,Chennai,2482,Corporate,Electronics,Laptop,6,44383,20,Online,Arjun,266298,53259.6,213038.4
1343,2024-04-04,South,Tamil Nadu,Chennai,2366,Retail,Furniture,Router,6,9518,10,Offline,Neha,57108,5710.8,51397.2
1344,2024-04-08,East,Karnataka,Chennai,2413,Corporate,Electronics,Chair,5,49021,0,Online,Rohit,245105,0.0,245105.0
1345,2024-07-06,South,West Bengal,Chennai,2308,Retail,Office Supplies,Printer,2,47446,10,Offline,Arjun,94892,9489.2,85402.8
1346,2024-04-25,South,Tamil Nadu,Chennai,2133,Retail,Electronics,Chair,2,15687,20,Online,Arjun,31374,6274.8,25099.2
1347,2024-07-09,West,Delhi,Kolkata,2282,Corporate,Furniture,Chair,7,37875,10,Online,Rohit,265125,26512.5,238612.5
1348,2024-09-09,North,Karnataka,Delhi,2072,Retail,Electronics,Desk,2,4485,15,Online,Neha,8970,1345.5,7624.5
1349,2024-06-09,East,Karnataka,Chennai,2480,Corporate,Office Supplies,Router,6,43552,5,Offline,Arjun,261312,13065.6,248246.4
1350,2024-09-12,East,West Bengal,Bengaluru,2351,Retail,Furniture,Desk,5,20063,20,Offline,Priya,100315,20063.0,80252.0
1351,2024-11-18,West,Maharashtra,Bengaluru,2559,Retail,Office Supplies,Cabinet,4,47822,20,Online,Neha,191288,38257.6,153030.4
1352,2024-05-07,West,Delhi,Delhi,2325,Corporate,Office Supplies,Chair,7,37806,10,Online,Arjun,264642,26464.2,238177.8
1353,2024-01-18,South,West Bengal,Mumbai,2442,Corporate,Furniture,Printer,8,19108,15,Offline,Arjun,152864,22929.6,129934.4
1354,2024-10-07,East,Delhi,Mumbai,2099,Retail,Office Supplies,Chair,4,39639,10,Offline,Rohit,158556,15855.6,142700.4
1355,2024-08-10,North,Maharashtra,Mumbai,2058,Retail,Office Supplies,Router,1,2226,10,Online,Priya,2226,222.6,2003.4
1356,2024-02-23,West,Maharashtra,Bengaluru,2507,Retail,Electronics,Desk,1,27082,20,Offline,Neha,27082,5416.4,21665.6
1357,2024-02-27,North,West Bengal,Mumbai,2257,Retail,Office Supplies,Printer,1,6291,10,Offline,Sneha,6291,629.1,5661.9
1358,2024-11-18,North,Maharashtra,Kolkata,2412,Retail,Office Supplies,Chair,1,8958,5,Offline,Amit,8958,447.9,8510.1
1359,2024-12-25,East,Tamil Nadu,Chennai,2451,Retail,Office Supplies,Monitor,5,17721,10,Online,Priya,88605,8860.5,79744.5
1360,2024-06-22,East,Karnataka,Bengaluru,2064,Corporate,Office Supplies,Router,4,49006,5,Online,Sneha,196024,9801.2,186222.8
1361,2024-10-06,West,West Bengal,Delhi,2594,Corporate,Furniture,Router,9,21468,20,Offline,Priya,193212,38642.4,154569.6
1362,2024-04-23,East,Delhi,Delhi,2153,Corporate,Electronics,Monitor,3,17570,15,Online,Sneha,52710,7906.5,44803.5
1363,2024-10-14,East,Tamil Nadu,Chennai,2265,Retail,Office Supplies,Chair,7,28437,5,Offline,Sneha,199059,9952.95,189106.05
1364,2024-12-07,East,West Bengal,Bengaluru,2078,Retail,Office Supplies,Router,8,42331,15,Offline,Priya,338648,50797.2,287850.8
1365,2024-05-30,North,Maharashtra,Mumbai,2314,Retail,Furniture,Printer,6,43433,15,Online,Rohit,260598,39089.7,221508.3
1366,2024-05-06,West,Maharashtra,Mumbai,2559,Corporate,Office Supplies,Chair,1,47807,5,Online,Priya,47807,2390.35,45416.65
1367,2024-06-03,South,Maharashtra,Kolkata,2247,Corporate,Furniture,Chair,8,48840,20,Online,Priya,390720,78144.0,312576.0
1368,2024-09-29,North,Maharashtra,Kolkata,2413,Retail,Electronics,Desk,3,37915,0,Offline,Sneha,113745,0.0,113745.0
1369,2024-04-13,East,Delhi,Mumbai,2024,Retail,Electronics,Router,8,43270,15,Offline,Amit,346160,51924.0,294236.0
1370,2024-10-25,North,Tamil Nadu,Delhi,2283,Corporate,Office Supplies,Router,4,21302,15,Online,Sneha,85208,12781.2,72426.8
1371,2024-09-02,East,Karnataka,Delhi,2448,Corporate,Office Supplies,Monitor,8,44101,20,Online,Arjun,352808,70561.6,282246.4
1372,2024-06-24,East,Delhi,Kolkata,2300,Corporate,Office Supplies,Desk,1,10920,20,Online,Priya,10920,2184.0,8736.0
1373,2024-02-08,North,Delhi,Chennai,2067,Retail,Furniture,Cabinet,3,7142,10,Offline,Neha,21426,2142.6,19283.4
1374,2024-06-18,West,Karnataka,Mumbai,2006,Retail,Office Supplies,Desk,6,20275,20,Offline,Priya,121650,24330.0,97320.0
1375,2024-09-03,East,Karnataka,Kolkata,2136,Retail,Office Supplies,Router,9,29254,15,Offline,Rohit,263286,39492.9,223793.1
1376,2024-01-26,West,Maharashtra,Kolkata,2163,Corporate,Electronics,Chair,2,43810,5,Online,Neha,87620,4381.0,83239.0
1377,2024-12-20,South,Delhi,Mumbai,2082,Corporate,Office Supplies,Desk,1,4857,0,Online,Sneha,4857,0.0,4857.0
1378,2024-11-01,East,West Bengal,Mumbai,2419,Retail,Electronics,Monitor,3,21763,10,Offline,Rohit,65289,6528.9,58760.1
1379,2024-01-13,West,Karnataka,Delhi,2072,Retail,Office Supplies,Desk,4,48867,5,Online,Priya,195468,9773.4,185694.6
1380,2024-11-11,West,Karnataka,Chennai,2236,Corporate,Electronics,Monitor,5,13701,0,Online,Sneha,68505,0.0,68505.0
1381,2024-11-08,South,Tamil Nadu,Chennai,2045,Retail,Office Supplies,Cabinet,3,3239,0,Online,Sneha,9717,0.0,9717.0
1382,2024-02-05,West,West Bengal,Mumbai,2261,Corporate,Electronics,Desk,2,13731,0,Online,Arjun,27462,0.0,27462.0
1383,2024-06-21,West,West Bengal,Bengaluru,2175,Corporate,Furniture,Monitor,2,42778,5,Offline,Arjun,85556,4277.8,81278.2
1384,2024-01-20,South,Karnataka,Kolkata,2165,Retail,Electronics,Desk,7,42995,10,Online,Amit,300965,30096.5,270868.5
1385,2024-11-16,East,Maharashtra,Kolkata,2369,Corporate,Electronics,Cabinet,9,21668,10,Offline,Arjun,195012,19501.2,175510.8
1386,2024-09-20,West,Tamil Nadu,Mumbai,2053,Retail,Electronics,Desk,2,33124,0,Offline,Neha,66248,0.0,66248.0
1387,2024-05-21,West,West Bengal,Bengaluru,2418,Corporate,Office Supplies,Printer,7,11135,5,Online,Sneha,77945,3897.25,74047.75
1388,2024-05-22,West,Karnataka,Delhi,2506,Corporate,Office Supplies,Monitor,7,10464,0,Offline,Arjun,73248,0.0,73248.0
1389,2024-04-01,North,West Bengal,Mumbai,2340,Retail,Office Supplies,Cabinet,7,28285,20,Offline,Amit,197995,39599.0,158396.0
1390,2024-12-19,South,Tamil Nadu,Mumbai,2126,Corporate,Furniture,Monitor,3,30010,10,Online,Priya,90030,9003.0,81027.0
1391,2024-11-17,North,Tamil Nadu,Kolkata,2408,Retail,Furniture,Monitor,7,17761,15,Offline,Neha,124327,18649.05,105677.95
1392,2024-10-14,South,Delhi,Mumbai,2366,Retail,Electronics,Laptop,1,19754,0,Offline,Arjun,19754,0.0,19754.0
1393,2024-08-02,East,Karnataka,Mumbai,2270,Corporate,Furniture,Cabinet,1,11892,20,Offline,Sneha,11892,2378.4,9513.6
1394,2024-12-07,East,Tamil Nadu,Mumbai,2378,Retail,Electronics,Desk,5,12836,10,Offline,Priya,64180,6418.0,57762.0
1395,2024-02-20,West,Delhi,Kolkata,2072,Retail,Electronics,Monitor,2,12439,5,Offline,Sneha,24878,1243.9,23634.1
1396,2024-06-01,South,Delhi,Delhi,2247,Retail,Electronics,Router,9,27912,10,Offline,Priya,251208,25120.8,226087.2
